Tanggal,P,Wf,Wl
01-03-2024,2.0,4.003563295389416,1.1557333333333335
02-03-2024,9.4,1.2095901485156684,1.1581333333333335
03-03-2024,4.5,1.4545427939406979,1.0477333333333334
04-03-2024,0.25,0.5229543165262602,0.9965333333333335
05-03-2024,4.45,0.5135770702090973,1.0010666666666668
06-03-2024,0.25,0.5136092364311301,1.0024000000000002
07-03-2024,7.85,0.8557452293311314,1.0416
08-03-2024,1.7999999999999998,1.002350170382149,0.8581333333333334
09-03-2024,19.5,2.127634536547968,0.9621333333333334
10-03-2024,12.649999999999999,3.151597907660183,0.8341333333333334
11-03-2024,5.3,1.748607986120797,0.8517333333333333
12-03-2024,6.75,1.1918068375100654,0.8376
13-03-2024,1.05,0.7871940831456526,0.8192
14-03-2024,16.35,1.724600363706283,0.9050666666666667
15-03-2024,12.15,2.8090935479147023,0.9461333333333333
16-03-2024,4.6,1.6837223285054552,0.9693333333333334
17-03-2024,0.3,0.5295622602704643,0.9290666666666667
18-03-2024,0.65,0.1420305375398945,0.9229333333333333
19-03-2024,0.0,0.1129374667447391,0.8189333333333334
20-03-2024,2.0,0.2346371941927876,0.7621333333333333
21-03-2024,0.3,0.2620706979638029,0.7354666666666667
22-03-2024,0.0,0.0774335037710153,0.6994666666666667
23-03-2024,0.0,0.05,0.6938666666666666
24-03-2024,0.0,0.05,0.6066666666666667
25-03-2024,0.0,0.05,0.5418666666666667
26-03-2024,0.25,0.0705991620134027,0.5186666666666667
27-03-2024,0.0,0.0705991620134027,0.5170666666666667
28-03-2024,0.0,0.05,0.5136000000000001
29-03-2024,0.75,0.1117558484094697,0.5176
30-03-2024,0.1,0.11993653847643673,0.5074666666666666
31-03-2024,0.1,0.06635568380740622,0.5064
01-04-2024,0.1,0.06635283740069146,0.5069333333333333
02-04-2024,1.4,0.17322111731971312,0.5144
03-04-2024,4.35,0.5276597258268259,0.5376
04-04-2024,0.8,0.47947376206136133,0.5418666666666667
05-04-2024,74.75,7.384181522981439,0.9392
06-04-2024,54.0,12.87356366957237,1.2272
07-04-2024,0.2,5.62682157083087,1.2282666666666666
08-04-2024,50.599999999999994,5.464603626226803,1.4941333333333333
09-04-2024,11.8,6.710416466983191,1.5
10-04-2024,13.3,2.7538720842596733,1.5
11-04-2024,1.55,1.6551269807051612,1.5
12-04-2024,1.2,0.34743005289580914,1.5
13-04-2024,0.85,0.27154221169667364,1.5
14-04-2024,7.5,0.9542011378895232,1.5
15-04-2024,10.85,1.9926395370861025,1.3098666666666667
16-04-2024,6.0,1.7787101808590269,1.0538666666666667
17-04-2024,0.0,0.6485097713137636,1.0528
18-04-2024,0.0,0.05,0.7829333333333334
19-04-2024,3.9,0.40732997512273567,0.7408
20-04-2024,2.4,0.6223344597552958,0.6826666666666666
21-04-2024,21.3,2.248624838565983,0.788
22-04-2024,1.55,2.178056666429812,0.7898666666666666
23-04-2024,2.65,0.44214509317310796,0.7994666666666667
24-04-2024,7.1,0.9609262554940795,0.7973333333333333
25-04-2024,2.45,0.9386391987216542,0.7525333333333333
26-04-2024,10.65,1.263725271761472,0.7773333333333333
27-04-2024,4.25,1.4356402986494892,0.7999999999999999
28-04-2024,0.0,0.4473367507923102,0.7999999999999999
29-04-2024,0.0,0.05,0.7792
30-04-2024,0.0,0.05,0.7664
