Tanggal,P,Wf,Wl,gate
01-11-2023,0,0.05,0.5,7.36395118622538
02-11-2023,0,0.05,0.5,7.36395118622538
03-11-2023,0,0.05,0.5,7.36395118622538
04-11-2023,0,0.05,0.5,7.36395118622538
05-11-2023,18.7,1.7366807267301,0.699466666666667,7.91761856371251
06-11-2023,18.3,3.46302829669724,0.828888888888889,14.6423769456904
07-11-2023,0,1.77634756996714,0.781904761904762,8.93835322055011
08-11-2023,0,0.05,0.746666666666667,7.45025885047121
09-11-2023,0,0.05,0.719259259259259,7.28489221067516
10-11-2023,3.75,0.390599743059622,0.717333333333333,7.33814618042518
11-11-2023,0.25,0.413317935350127,0.718666666666667,7.34681789520226
12-11-2023,0,0.072718192290505,0.718666666666667,7.28627317219663
13-11-2023,0,0.05,0.718666666666667,7.28272456122563
14-11-2023,0,0.05,0.718666666666667,7.28272456122563
15-11-2023,0,0.05,0.618933333333333,7.58476513747127
16-11-2023,0,0.05,0.521333333333333,7.61961252641759
17-11-2023,0.05,0.0541274312958123,0.5216,7.62603592155389
18-11-2023,0.1,0.062385046252205,0.522133333333333,7.63901146389541
19-11-2023,0,0.0582576149563927,0.522133333333333,7.6363780370255
20-11-2023,0,0.05,0.502133333333333,7.38496902289816
21-11-2023,0,0.05,0.5008,7.37171972768939
22-11-2023,0,0.05,0.5008,7.37171972768939
23-11-2023,0,0.05,0.5008,7.37171972768939
24-11-2023,0,0.05,0.5008,7.37171972768939
25-11-2023,0,0.05,0.5008,7.37171972768939
26-11-2023,0,0.05,0.5008,7.37171972768939
27-11-2023,1.35,0.160458511392623,0.507733333333333,7.50218496679476
28-11-2023,5.2,0.593238246865202,0.534933333333333,8.30908971792169
29-11-2023,10.25,1.36232089634891,0.5896,9.46320329263191
30-11-2023,3.55,1.23709712005512,0.608533333333333,8.76502822359927
01-12-2023,0.9,0.435711924183447,0.613333333333333,7.91181801656013
02-12-2023,1.35,0.245798951630629,0.620533333333333,7.67672998296777
03-12-2023,1.5,0.298854695264424,0.628533333333333,7.60817447779253
04-12-2023,13.15,1.36692275493005,0.698666666666667,7.61231340796876
05-12-2023,13.15,2.45248883140282,0.7688,9.83025284381712
06-12-2023,0,1.26677778511121,0.7688,8.18608929983364
07-12-2023,2.05,0.239929001056846,0.772533333333333,7.72330741570892
08-12-2023,34.95,3.63108412217525,0.9312,23.5095280978908
09-12-2023,26.8,6.09532110537034,1.01946666666667,40.3819343524718
10-12-2023,44.55,7.29589210636676,1.23813333333333,51.4301627713698
11-12-2023,16.5,6.36321662247908,1.32133333333333,56.6685963972434
12-12-2023,1,1.87579625335807,1.31946666666667,40.7922028211589
13-12-2023,0,0.154305752993803,1.31146666666667,37.5618043069532
14-12-2023,35.3,3.78489377340301,1.4296,55.0237446976198
15-12-2023,3,4.10016701913605,1.37546666666667,52.9536104388555
16-12-2023,26.7,3.21898923893282,1.5,55.1186799319286
17-12-2023,0.25,2.93040812293162,1.5,53.9574532051488
18-12-2023,0.5,0.128881587010335,1.32453333333333,39.0011601273444
19-12-2023,0,0.102189457278505,1.1816,26.7515685184776
20-12-2023,0,0.05,0.944,16.7358910586632
21-12-2023,0,0.05,0.856,9.67255804029887
22-12-2023,0,0.05,0.850666666666667,9.39480191525722
23-12-2023,0,0.05,0.850666666666667,9.39480191525722
24-12-2023,0,0.05,0.6624,7.27456785056474
25-12-2023,0,0.05,0.6464,7.34719242810649
26-12-2023,24.85,2.23184766410494,0.636533333333333,9.03980599958807
27-12-2023,0,2.23184766410494,0.6352,9.07862434271568
28-12-2023,0,0.05,0.632533333333333,7.44696053610365
29-12-2023,0.6,0.102660992571341,0.635733333333333,7.44257503533236
30-12-2023,15.75,1.53448758433975,0.719733333333333,7.85325337760132
31-12-2023,15.75,2.956066221373,0.803733333333333,12.1192888169186
01-01-2024,2.2,1.73092622306518,0.815466666666667,9.76876574862645
02-01-2024,10.6,1.26924363261286,0.872,11.9638857165135
03-01-2024,0,1.06255703915228,0.872,11.6913587374205
04-01-2024,3,0.33783413980282,0.888,12.1679507300759
05-01-2024,1.1,0.439356424464384,0.761333333333333,7.68652816072871
06-01-2024,0,0.151522284661564,0.761333333333333,7.61696653097027
07-01-2024,1.65,0.202745021983218,0.770133333333333,7.68846767585768
08-01-2024,1.65,0.355780113382909,0.775733333333333,7.81025559044841
09-01-2024,39.05,3.96172129827051,0.9,21.5395424005332
10-01-2024,23.15,6.05951720129273,0.939466666666667,32.0533589491801
11-01-2024,1.65,2.4611411423485,0.936533333333333,20.5784551816014
12-01-2024,2.55,0.45533807067049,0.8936,12.7487498081549
13-01-2024,0.1,0.304638232056315,0.894133333333333,12.6614657134514
14-01-2024,0,0.059610309312414,0.878133333333333,11.1448624646784
15-01-2024,0,0.05,0.872266666666667,10.701693014362
16-01-2024,9.15,0.93554551040605,0.921066666666667,15.5241666167338
17-01-2024,46.3,5.64632522403945,1.1592,43.9273421556749
18-01-2024,12.5,6.044883725929,1.21706666666667,48.1239261684568
19-01-2024,10.95,2.4293216547969,1.0672,26.9362514687671
20-01-2024,18.35,2.97105027366954,1.0416,27.5751605506573
21-01-2024,18.15,3.7128409543996,1.1296,33.7914156544222
22-01-2024,5.85,2.48096730229189,1.1472,29.0781641668457
23-01-2024,9.95,1.66324895435999,1.19973333333333,29.0891841745025
24-01-2024,0,1.06928997529946,1.19973333333333,28.2292347435365
25-01-2024,2.75,0.332382520509939,1.2144,28.0965559852474
26-01-2024,2.15,0.55180325551508,1.17706666666667,26.9882007572658
