Tanggal,P,Wf,Wl,vx,h1,h2,gate
01-11-2023,0,0.05,0.5,0.216922678738221,0.5,0,0
02-11-2023,0,0.05,0.5,0.216922678738221,0.5,0,0
03-11-2023,0,0.05,0.5,0.216922678738221,0.5,0,0
04-11-2023,0,0.05,0.5,0.216922678738221,0.5,0,0
05-11-2023,18.7,1.7366807267301,0.699466666666667,2.17912539919965,0.699466666666667,0,0
06-11-2023,18.3,3.46302829669724,0.828888888888889,2.70824070799064,0.828888888888889,0.225814665260839,15.0543110173893
07-11-2023,0,1.77634756996714,0.781904761904762,2.55699374608435,0.781904761904762,0.138241816823951,9.21612112159676
08-11-2023,0,0.05,0.746666666666667,2.38239708678983,0.746666666666667,0.0590485157566097,3.93656771710731
09-11-2023,0,0.05,0.719259259259259,2.25910050787008,0.719259259259259,0.00247287315624579,0.164858210416386
10-11-2023,3.75,0.390599743059622,0.717333333333333,2.26505942444648,0.717333333333333,0.0019210089843944,0.128067265626293
11-11-2023,0.25,0.413317935350127,0.718666666666667,2.27140376358277,0.718666666666667,0.00472125673893913,0.314750449262609
12-11-2023,0,0.072718192290505,0.718666666666667,2.25784892074257,0.718666666666667,0.00159213806821566,0.106142537881044
13-11-2023,0,0.05,0.718666666666667,2.25655692330517,0.718666666666667,0.00129485974090276,0.0863239827268504
14-11-2023,0,0.05,0.718666666666667,2.25655692330517,0.718666666666667,0.00129485974090276,0.0863239827268504
15-11-2023,0,0.05,0.618933333333333,1.76883046222865,0.618933333333333,0,0
16-11-2023,0,0.05,0.521333333333333,0.559034593836361,0.521333333333333,0,0
17-11-2023,0.05,0.0541274312958123,0.5216,0.564674105428945,0.5216,0,0
18-11-2023,0.1,0.062385046252205,0.522133333333333,0.575907679898214,0.522133333333333,0,0
19-11-2023,0,0.0582576149563927,0.522133333333333,0.574479824812215,0.522133333333333,0,0
20-11-2023,0,0.05,0.502133333333333,0.251620158222136,0.502133333333333,0,0
21-11-2023,0,0.05,0.5008,0.229944466181909,0.5008,0,0
22-11-2023,0,0.05,0.5008,0.229944466181909,0.5008,0,0
23-11-2023,0,0.05,0.5008,0.229944466181909,0.5008,0,0
24-11-2023,0,0.05,0.5008,0.229944466181909,0.5008,0,0
25-11-2023,0,0.05,0.5008,0.229944466181909,0.5008,0,0
26-11-2023,0,0.05,0.5008,0.229944466181909,0.5008,0,0
27-11-2023,1.35,0.160458511392623,0.507733333333333,0.38585584905414,0.507733333333333,0,0
28-11-2023,5.2,0.593238246865202,0.534933333333333,0.899031952405489,0.534933333333333,0,0
29-11-2023,10.25,1.36232089634891,0.5896,1.49577430272822,0.5896,0,0
30-11-2023,3.55,1.23709712005512,0.608533333333333,1.62199990183972,0.608533333333333,0,0
01-12-2023,0.9,0.435711924183447,0.613333333333333,1.73333835620872,0.613333333333333,0,0
02-12-2023,1.35,0.245798951630629,0.620533333333333,1.79047089548217,0.620533333333333,0,0
03-12-2023,1.5,0.298854695264424,0.628533333333333,1.84658567691266,0.628533333333333,0,0
04-12-2023,13.15,1.36692275493005,0.698666666666667,2.16917173851447,0.698666666666667,0,0
05-12-2023,13.15,2.45248883140282,0.7688,2.538036361957,0.7688,0.120214096565541,8.01427310436943
06-12-2023,0,1.26677778511121,0.7688,2.50485048638859,0.7688,0.111684401588233,7.44562677254889
07-12-2023,2.05,0.239929001056846,0.772533333333333,2.51254630721761,0.772533333333333,0.117385777059778,7.8257184706519
08-12-2023,34.95,3.63108412217525,0.9312,3.00259692440954,0.9312,0.413804703897739,27.5869802598492
09-12-2023,26.8,6.09532110537034,1.01946666666667,3.19028151083828,1.01946666666667,0.561312340387185,37.420822692479
10-12-2023,44.55,7.29589210636676,1.23813333333333,3.53245556254365,1.23813333333333,0.897223970506911,59.8149313671274
11-12-2023,16.5,6.36321662247908,1.32133333333333,3.63109000969318,1.32133333333333,1.01643683274687,67.7624555164581
12-12-2023,1,1.87579625335807,1.31946666666667,3.6120357559657,1.31946666666667,1.00753589716487,67.1690598109913
13-12-2023,0,0.154305752993803,1.31146666666667,3.63850396021582,1.31146666666667,1.00931717984231,67.2878119894876
14-12-2023,35.3,3.78489377340301,1.4296,3.75143972414268,1.4296,1.16998817552883,77.9992117019222
15-12-2023,3,4.10016701913605,1.37546666666667,3.67392718404625,1.37546666666667,1.08651951853588,72.4346345690588
16-12-2023,26.7,3.21898923893282,1.5,3.88389040321253,1.5,1.29193275556404,86.1288503709358
17-12-2023,0.25,2.93040812293162,1.5,3.85534591331839,1.5,1.28067319629668,85.3782130864452
18-12-2023,0.5,0.128881587010335,1.32453333333333,3.6204255410535,1.32453333333333,1.01569526494967,67.7130176633115
19-12-2023,0,0.102189457278505,1.1816,3.44348904810387,1.1816,0.809058349868058,53.9372233245372
20-12-2023,0,0.05,0.944,3.00053524409808,0.944,0.425973891492087,28.3982594328058
21-12-2023,0,0.05,0.856,2.83096617373691,0.856,0.28757418332531,19.1716122216874
22-12-2023,0,0.05,0.850666666666667,2.81692815706486,0.850666666666667,0.27819980846406,18.546653897604
23-12-2023,0,0.05,0.850666666666667,2.81692815706486,0.850666666666667,0.27819980846406,18.546653897604
24-12-2023,0,0.05,0.6624,2.02344454602901,0.6624,0,0
25-12-2023,0,0.05,0.6464,1.9454047826281,0.6464,0,0
26-12-2023,24.85,2.23184766410494,0.636533333333333,1.83461116081271,0.636533333333333,0,0
27-12-2023,0,2.23184766410494,0.6352,1.82894206623826,0.6352,0,0
28-12-2023,0,0.05,0.632533333333333,1.86445700766579,0.632533333333333,0,0
29-12-2023,0.6,0.102660992571341,0.635733333333333,1.88764088430751,0.635733333333333,0,0
30-12-2023,15.75,1.53448758433975,0.719733333333333,2.28177226006607,0.719733333333333,0.00819412063236692,0.546274708824462
31-12-2023,15.75,2.956066221373,0.803733333333333,2.64080107564137,0.803733333333333,0.182272901177808,12.1515267451872
01-01-2024,2.2,1.73092622306518,0.815466666666667,2.66792822259855,0.815466666666667,0.20134622838623,13.4230818924154
02-01-2024,10.6,1.26924363261286,0.872,2.84744137372135,0.872,0.30834242491234,20.5561616608227
03-01-2024,0,1.06255703915228,0.872,2.85478614763325,0.872,0.310477061606459,20.6984707737639
04-01-2024,3,0.33783413980282,0.888,2.89805169064839,0.888,0.339163078576451,22.6108719050968
05-01-2024,1.1,0.439356424464384,0.761333333333333,2.46580712659612,0.761333333333333,0.0943262377967499,6.28841585311666
06-01-2024,0,0.151522284661564,0.761333333333333,2.45637264976035,0.761333333333333,0.0919593575173634,6.13062383449089
07-01-2024,1.65,0.202745021983218,0.770133333333333,2.49999872409102,0.770133333333333,0.111780102979446,7.45200686529641
08-01-2024,1.65,0.355780113382909,0.775733333333333,2.53072785173092,0.775733333333333,0.125259299670062,8.35061997800414
