Tanggal,P,Wf,Wl,vx,h1,h2,gate
01-11-2023,0,0.05,0.5,0.182213618098309,0.5,0,0
02-11-2023,0,0.05,0.5,0.182213618098309,0.5,0,0
03-11-2023,0,0.05,0.5,0.182213618098309,0.5,0,0
04-11-2023,0,0.05,0.5,0.182213618098309,0.5,0,0
05-11-2023,18.7,1.7366807267301,0.699466666666667,2.17059961867921,0.699466666666667,0,0
06-11-2023,18.3,3.46302829669724,0.828888888888889,2.71375770741813,0.828888888888889,0.227339291262555,15.155952750837
07-11-2023,0,1.77634756996714,0.781904761904762,2.56039183003395,0.781904761904762,0.139128121910093,9.27520812733954
08-11-2023,0,0.05,0.746666666666667,2.38898593119825,0.746666666666667,0.0606508552223846,4.04339034815898
09-11-2023,0,0.05,0.719259259259259,2.32160210968461,0.719259259259259,0.0170651897226662,1.13767931484442
10-11-2023,3.75,0.390599743059622,0.717333333333333,2.31152659754775,0.717333333333333,0.0127600005693507,0.850666704623377
11-11-2023,0.25,0.413317935350127,0.718666666666667,2.31534858121795,0.718666666666667,0.01499465099633,0.999643399755333
12-11-2023,0,0.072718192290505,0.718666666666667,2.33030127345811,0.718666666666667,0.018535169474031,1.2356779649354
13-11-2023,0,0.05,0.718666666666667,2.31965437533923,0.718666666666667,0.0160118461279529,1.06745640853019
14-11-2023,0,0.05,0.718666666666667,2.31965437533923,0.718666666666667,0.0160118461279529,1.06745640853019
15-11-2023,0,0.05,0.618933333333333,1.69582607683698,0.618933333333333,0,0
16-11-2023,0,0.05,0.521333333333333,0.515344429691591,0.521333333333333,0,0
17-11-2023,0.05,0.0541274312958123,0.5216,0.622264332768327,0.5216,0,0
18-11-2023,0.1,0.062385046252205,0.522133333333333,0.631248391420687,0.522133333333333,0,0
19-11-2023,0,0.0582576149563927,0.522133333333333,0.630618684836763,0.522133333333333,0,0
20-11-2023,0,0.05,0.502133333333333,0.216724550223312,0.502133333333333,0,0
21-11-2023,0,0.05,0.5008,0.195176337820432,0.5008,0,0
22-11-2023,0,0.05,0.5008,0.195176337820432,0.5008,0,0
23-11-2023,0,0.05,0.5008,0.195176337820432,0.5008,0,0
24-11-2023,0,0.05,0.5008,0.195176337820432,0.5008,0,0
25-11-2023,0,0.05,0.5008,0.195176337820432,0.5008,0,0
26-11-2023,0,0.05,0.5008,0.195176337820432,0.5008,0,0
27-11-2023,1.35,0.160458511392623,0.507733333333333,0.439453280642372,0.507733333333333,0,0
28-11-2023,5.2,0.593238246865202,0.534933333333333,0.888432631931438,0.534933333333333,0,0
29-11-2023,10.25,1.36232089634891,0.5896,1.49798876524328,0.5896,0,0
30-11-2023,3.55,1.23709712005512,0.608533333333333,1.62519670158739,0.608533333333333,0,0
01-12-2023,0.9,0.435711924183447,0.613333333333333,1.67372574174925,0.613333333333333,0,0
02-12-2023,1.35,0.245798951630629,0.620533333333333,1.74891894631408,0.620533333333333,0,0
03-12-2023,1.5,0.298854695264424,0.628533333333333,1.80978434223138,0.628533333333333,0,0
04-12-2023,13.15,1.36692275493005,0.698666666666667,2.17948077528933,0.698666666666667,0,0
05-12-2023,13.15,2.45248883140282,0.7688,2.52139113068382,0.7688,0.115921775427678,7.72811836184522
06-12-2023,0,1.26677778511121,0.7688,2.50422543899971,0.7688,0.111524824125041,7.43498827500277
07-12-2023,2.05,0.239929001056846,0.772533333333333,2.49599440975795,0.772533333333333,0.11316045328965,7.54403021931
08-12-2023,34.95,3.63108412217525,0.9312,2.99756736742386,0.9312,0.412266570960468,27.4844380640312
09-12-2023,26.8,6.09532110537034,1.01946666666667,3.19131176203257,1.01946666666667,0.561647439474385,37.4431626316257
10-12-2023,44.55,7.29589210636676,1.23813333333333,3.53234469192841,1.23813333333333,0.897184048042551,59.8122698695034
11-12-2023,16.5,6.36321662247908,1.32133333333333,3.62993080001048,1.32133333333333,1.01600782940187,67.7338552934582
12-12-2023,1,1.87579625335807,1.31946666666667,3.61861588628072,1.31946666666667,1.00996090379425,67.3307269196166
13-12-2023,0,0.154305752993803,1.31146666666667,3.61698157279432,1.31146666666667,1.0013581905165,66.7572127010998
14-12-2023,35.3,3.78489377340301,1.4296,3.76279227935645,1.4296,1.17433607225201,78.2890714834675
15-12-2023,3,4.10016701913605,1.37546666666667,3.67254073991084,1.37546666666667,1.08600038156498,72.4000254376652
16-12-2023,26.7,3.21898923893282,1.5,3.91748330511081,1.5,1.30529008388491,87.0193389256607
17-12-2023,0.25,2.93040812293162,1.5,3.91615517770573,1.5,1.30475980509028,86.9839870060189
18-12-2023,0.5,0.128881587010335,1.32453333333333,3.6383672818455,1.32453333333333,1.02233315380244,68.1555435868293
19-12-2023,0,0.102189457278505,1.1816,3.45640399169502,1.1816,0.813600232100166,54.2400154733444
20-12-2023,0,0.05,0.944,3.02158460773415,0.944,0.432434737089497,28.8289824726331
21-12-2023,0,0.05,0.856,2.79473444853937,0.856,0.277185353611246,18.4790235740831
22-12-2023,0,0.05,0.850666666666667,2.77791311559676,0.850666666666667,0.267074275117457,17.8049516744971
23-12-2023,0,0.05,0.850666666666667,2.77791311559676,0.850666666666667,0.267074275117457,17.8049516744971
24-12-2023,0,0.05,0.6624,2.04007276898726,0.6624,0,0
25-12-2023,0,0.05,0.6464,1.92636079279489,0.6464,0,0
26-12-2023,24.85,2.23184766410494,0.636533333333333,1.83861901986407,0.636533333333333,0,0
27-12-2023,0,2.23184766410494,0.6352,1.83233504530231,0.6352,0,0
28-12-2023,0,0.05,0.632533333333333,1.81555523534227,0.632533333333333,0,0
29-12-2023,0.6,0.102660992571341,0.635733333333333,1.88648483138284,0.635733333333333,0,0
30-12-2023,15.75,1.53448758433975,0.719733333333333,2.28498107539411,0.719733333333333,0.00894100483737061,0.596066989158041
31-12-2023,15.75,2.956066221373,0.803733333333333,2.63875624095854,0.803733333333333,0.181722655412724,12.1148436941816
01-01-2024,2.2,1.73092622306518,0.815466666666667,2.67526117707849,0.815466666666667,0.203343239836054,13.5562159890703
