Tanggal,P,Wf,Wl,gate
01-11-2023,0,0.05,0.5,7.90893220159081
02-11-2023,0,0.05,0.5,7.90893220159081
03-11-2023,0,0.05,0.5,7.90893220159081
04-11-2023,0,0.05,0.5,7.90893220159081
05-11-2023,18.7,1.7366807267301,0.699466666666667,22.1362907985939
06-11-2023,18.3,3.46302829669724,0.828888888888889,45.2348196075123
07-11-2023,0,1.77634756996714,0.781904761904762,26.4949754499531
08-11-2023,0,0.05,0.746666666666667,10.9473208239069
09-11-2023,0,0.05,0.719259259259259,10.3389669670329
10-11-2023,3.75,0.390599743059622,0.717333333333333,11.6855846894138
11-11-2023,0.25,0.413317935350127,0.718666666666667,11.82519901841
12-11-2023,0,0.072718192290505,0.718666666666667,10.4056757445
13-11-2023,0,0.05,0.718666666666667,10.3280119895041
14-11-2023,0,0.05,0.718666666666667,10.3280119895041
15-11-2023,0,0.05,0.618933333333333,8.85257315897117
16-11-2023,0,0.05,0.521333333333333,7.98277787641905
17-11-2023,0.05,0.0541274312958123,0.5216,7.98539073733172
18-11-2023,0.1,0.062385046252205,0.522133333333333,7.990696923155
19-11-2023,0,0.0582576149563927,0.522133333333333,7.98917708096032
20-11-2023,0,0.05,0.502133333333333,7.91505294050203
21-11-2023,0,0.05,0.5008,7.91119805675697
22-11-2023,0,0.05,0.5008,7.91119805675697
23-11-2023,0,0.05,0.5008,7.91119805675697
24-11-2023,0,0.05,0.5008,7.91119805675697
25-11-2023,0,0.05,0.5008,7.91119805675697
26-11-2023,0,0.05,0.5008,7.91119805675697
27-11-2023,1.35,0.160458511392623,0.507733333333333,7.96376457973919
28-11-2023,5.2,0.593238246865202,0.534933333333333,8.36325701953845
29-11-2023,10.25,1.36232089634891,0.5896,11.2904008864127
30-11-2023,3.55,1.23709712005512,0.608533333333333,12.0186106199344
01-12-2023,0.9,0.435711924183447,0.613333333333333,9.5712818031953
02-12-2023,1.35,0.245798951630629,0.620533333333333,9.27127094909809
03-12-2023,1.5,0.298854695264424,0.628533333333333,9.55084467862544
04-12-2023,13.15,1.36692275493005,0.698666666666667,18.2485441778164
05-12-2023,13.15,2.45248883140282,0.7688,34.3729327953718
06-12-2023,0,1.26677778511121,0.7688,19.9035612295935
07-12-2023,2.05,0.239929001056846,0.772533333333333,12.5574539915816
08-12-2023,34.95,3.63108412217525,0.9312,51.5845163741793
09-12-2023,26.8,6.09532110537034,1.01946666666667,62.7929272689145
10-12-2023,44.55,7.29589210636676,1.23813333333333,80.4714775753112
11-12-2023,16.5,6.36321662247908,1.32133333333333,80.0972305520093
12-12-2023,1,1.87579625335807,1.31946666666667,63.1937160829153
13-12-2023,0,0.154305752993803,1.31146666666667,49.6011368563785
14-12-2023,35.3,3.78489377340301,1.4296,82.5166817072043
15-12-2023,3,4.10016701913605,1.37546666666667,81.5829944693995
16-12-2023,26.7,3.21898923893282,1.5,81.3501427134245
17-12-2023,0.25,2.93040812293162,1.5,79.6897579443539
18-12-2023,0.5,0.128881587010335,1.32453333333333,50.3047439960608
19-12-2023,0,0.102189457278505,1.1816,43.3884076595013
20-12-2023,0,0.05,0.944,26.8225043412794
21-12-2023,0,0.05,0.856,18.0132150950402
22-12-2023,0,0.05,0.850666666666667,17.4488538424565
23-12-2023,0,0.05,0.850666666666667,17.4488538424565
24-12-2023,0,0.05,0.6624,9.46123089716578
25-12-2023,0,0.05,0.6464,9.23405999765171
26-12-2023,24.85,2.23184766410494,0.636533333333333,19.4709692409223
27-12-2023,0,2.23184766410494,0.6352,19.2646872383537
28-12-2023,0,0.05,0.632533333333333,9.03889991299358
29-12-2023,0.6,0.102660992571341,0.635733333333333,9.19990706024187
30-12-2023,15.75,1.53448758433975,0.719733333333333,20.9481930598387
31-12-2023,15.75,2.956066221373,0.803733333333333,40.9870947759359
01-01-2024,2.2,1.73092622306518,0.815466666666667,27.6860741452146
02-01-2024,10.6,1.26924363261286,0.872,27.1221161779277
03-01-2024,0,1.06255703915228,0.872,25.3046246140714
04-01-2024,3,0.33783413980282,0.888,22.5947033363109
05-01-2024,1.1,0.439356424464384,0.761333333333333,13.1088931287722
06-01-2024,0,0.151522284661564,0.761333333333333,11.7716968742075
07-01-2024,1.65,0.202745021983218,0.770133333333333,12.302102651967
08-01-2024,1.65,0.355780113382909,0.775733333333333,13.2305841838244
09-01-2024,39.05,3.96172129827051,0.9,50.8441871817136
10-01-2024,23.15,6.05951720129273,0.939466666666667,54.8004752602578
11-01-2024,1.65,2.4611411423485,0.936533333333333,44.2080352359287
12-01-2024,2.55,0.45533807067049,0.8936,23.706055177627
13-01-2024,0.1,0.304638232056315,0.894133333333333,23.1184585457016
14-01-2024,0,0.059610309312414,0.878133333333333,20.4940470932188
15-01-2024,0,0.05,0.872266666666667,19.8054519253815
16-01-2024,9.15,0.93554551040605,0.921066666666667,29.0103674710227
17-01-2024,46.3,5.64632522403945,1.1592,72.5545869103744
18-01-2024,12.5,6.044883725929,1.21706666666667,76.113123589281
19-01-2024,10.95,2.4293216547969,1.0672,50.7169005218143
20-01-2024,18.35,2.97105027366954,1.0416,53.1088386759133
21-01-2024,18.15,3.7128409543996,1.1296,66.3006016908822
22-01-2024,5.85,2.48096730229189,1.1472,60.127375127882
23-01-2024,9.95,1.66324895435999,1.19973333333333,55.6710285390598
24-01-2024,0,1.06928997529946,1.19973333333333,49.8664378931213
25-01-2024,2.75,0.332382520509939,1.2144,46.1149128025766
26-01-2024,2.15,0.55180325551508,1.17706666666667,44.95372280499
27-01-2024,1.5,0.415214936557171,0.938133333333333,27.6115439789658
